CustomerID,Age,Tenure,MonthlySpend,SubscriptionType,TotalSpend,Churn,CLV
1504,58,20,4130,2,82600,0,67772.1289628689
1505,55,37,3067,0,113479,0,152559.2429030082
1506,51,3,3847,2,11541,0,9740.142297978939
1507,34,9,2982,2,26838,0,37221.82606783937
1508,54,58,1891,0,109678,0,155485.72318101476
1509,42,41,2425,1,99425,0,134241.8144952031
1510,55,39,3266,2,127374,1,175078.66036475447
1511,29,26,2147,1,55822,0,66597.8340232619
1512,40,2,1565,1,3130,0,3084.3629091985904
1513,59,23,3330,1,76590,1,95757.5437456624
1514,39,23,4733,2,108859,1,120580.84506376254
1515,38,59,4721,0,278539,0,223871.70823928114
1516,44,21,1167,0,24507,1,27785.497311318948
1517,48,16,1604,0,25664,0,32229.66082696564
1518,23,9,685,0,6165,0,4991.914933397895
1519,44,13,1955,0,25415,0,31386.311059532178
1520,57,28,3830,0,107240,0,134776.26513588696
1521,51,27,3168,1,85536,0,77895.52286856959
1522,29,51,1779,1,90729,0,99960.85082154546
1523,62,52,2995,1,155740,0,229721.61148373145
1524,24,17,250,2,4250,1,6030.4629527043535
1525,27,38,1859,2,70642,0,76828.47286748688
1526,62,36,4500,2,162000,0,169272.56679393924
1527,34,1,2987,0,2987,0,2649.0402958545083
1528,43,18,4828,1,86904,0,71663.85054201464
1529,38,51,2355,2,120105,0,121092.73681927662
1530,45,9,4546,1,40914,0,59660.72700376589
1531,63,13,4430,0,57590,0,84716.58406361412
1532,19,40,3361,1,134440,0,184016.57010295222
1533,60,55,1814,0,99770,0,104317.25415141346
1534,18,45,2936,2,132120,0,118979.14701866917
1535,68,15,606,0,9090,0,11061.379505278937
1536,53,43,3579,0,153897,0,192764.2267658068
1537,68,44,4397,1,193468,1,212273.37950636598
1538,43,46,1584,0,72864,0,93568.50647810934
1539,46,4,3895,2,15580,1,20607.312644917827
1540,38,33,4699,2,155067,0,209052.5160898853
1541,28,24,3102,0,74448,0,85734.96285604058
1542,57,36,1829,1,65844,0,89162.55675035015
1543,28,51,3462,2,176562,0,144398.31814249148
1544,53,41,1226,2,50266,1,64153.64412894721
1545,66,10,3189,0,31890,1,30772.05682323786
1546,56,36,2424,0,87264,0,86335.87791368196
1547,57,20,3120,2,62400,0,53908.05854458207
1548,52,41,4515,0,185115,1,173022.285712536
1549,51,45,4468,0,201060,0,300465.2227291679
1550,64,44,2983,2,131252,1,143166.14979170208
1551,41,11,1613,1,17743,1,25717.339028253344
1552,39,12,4797,1,57564,0,52615.20390862316
1553,22,18,3848,2,69264,0,65304.9521473783
1554,50,30,3008,0,90240,0,107427.95393379043
1555,53,44,3531,2,155364,0,162304.54157679644
1556,64,48,2378,2,114144,0,142764.54029729308
1557,37,37,997,0,36889,0,40409.413292225676
1558,36,20,3046,1,60920,0,83345.75259447716
1559,52,25,1129,1,28225,1,31106.528348662687
1560,69,12,3291,0,39492,0,47415.849738996345
1561,60,21,2462,2,51702,0,52981.68861133877
1562,34,25,1533,0,38325,0,49547.65959051049
1563,62,11,1474,2,16214,0,20402.302324919063
1564,60,9,4783,0,43047,0,46400.39242047741
1565,51,50,3680,0,184000,0,182752.93483942884
1566,26,25,3542,1,88550,0,108905.25967323624
1567,43,35,1417,1,49595,0,72418.92422983395
1568,19,52,1664,0,86528,1,77256.53490808165
1569,26,32,4608,0,147456,0,200448.97805233405
1570,26,49,4374,1,214326,0,252924.87828920677
1571,57,14,4970,2,69580,1,81261.91051313798
1572,34,1,213,1,213,1,313.7871064035785
1573,18,17,2493,2,42381,0,51879.105857027105
1574,42,25,2245,1,56125,0,77528.9691576699
1575,60,59,1237,1,72983,0,84670.06513828647
1576,57,8,4328,2,34624,0,33754.84609148815
1577,59,5,1659,0,8295,0,10668.557761221515
1578,42,5,456,1,2280,0,3297.3903394926306
1579,56,41,4329,1,177489,0,246507.5619078157
1580,52,35,4273,1,149555,0,140410.3883918651
1581,20,19,1483,0,28177,0,28791.889295469944
1582,67,23,3687,1,84801,0,98523.1986235493
1583,54,9,2384,0,21456,0,25749.824211809508
1584,61,54,558,1,30132,0,28193.604827805062
1585,61,30,3991,2,119730,1,115061.56422901095
1586,68,50,3387,1,169350,0,225435.62907880582
1587,47,16,4699,1,75184,0,98582.92926080737
1588,55,33,1425,0,47025,0,65244.65615554653
1589,51,2,2497,0,4994,0,7256.536020290232
1590,29,14,477,0,6678,0,6783.397426422523
1591,36,46,4407,2,202722,0,284158.7661501307
1592,54,1,2186,2,2186,0,2767.9312430108207
1593,61,26,3744,0,97344,0,143138.44290032634
1594,66,58,2993,2,173594,1,171936.5087285102
1595,34,25,591,0,14775,0,14609.077505706793
1596,27,16,1168,2,18688,0,24163.685178418775
1597,66,15,2390,0,35850,0,51978.46837449055
1598,64,26,2428,0,63128,0,86939.19207498262
1599,29,47,2826,2,132822,0,173854.39370166042
1600,33,44,3045,1,133980,0,143508.1804490102
1601,41,16,4564,0,73024,0,95109.16929449387
1602,36,14,3507,0,49098,0,66810.93342812009
1603,25,29,2800,1,81200,0,107776.75803929794
1604,48,24,2880,0,69120,0,88042.81366427577
1605,38,47,4570,0,214790,0,178918.32508545226
1606,34,55,285,2,15675,0,19778.72210360224
1607,40,15,3334,1,50010,1,56751.661004490255
1608,54,19,4699,0,89281,0,131519.70629325922
1609,33,8,2439,0,19512,0,23902.842303117384
1610,23,34,3564,1,121176,0,148532.58220109803
1611,25,2,2245,1,4490,0,6716.315453903123
1612,42,27,1254,2,33858,0,29304.48677048133
1613,35,10,3601,2,36010,0,35773.104598524595
1614,42,35,3929,2,137515,0,173166.53483487788
1615,29,23,2869,0,65987,0,67350.6463788582
1616,32,49,475,1,23275,1,24259.65128513522
1617,43,8,4946,2,39568,0,56378.52248452439
1618,58,28,4290,1,120120,0,144810.39375136627
1619,62,23,1305,0,30015,0,26173.25732750669
1620,43,4,4881,0,19524,0,19867.696786690594
1621,64,14,3132,1,43848,0,37412.90538492254
1622,49,53,328,1,17384,0,20674.63393413162
1623,27,42,4551,2,191142,0,176096.7807141896
1624,33,29,4526,1,131254,0,183753.0543309767
1625,24,1,3768,2,3768,0,4537.123476181664
1626,34,4,2602,1,10408,0,8758.987176853185
1627,40,32,1847,1,59104,0,59731.26865599622
1628,43,33,3756,1,123948,0,152634.07482500843
1629,38,49,4091,0,200459,0,207444.76015677163
1630,39,26,2393,0,62218,0,72124.57817660512
1631,24,17,2247,0,38199,0,54874.911206210076
1632,31,39,3304,2,128856,0,134657.7645108899
1633,32,23,4555,2,104765,0,108443.40430565314
1634,24,32,2334,0,74688,0,102608.59927477398
1635,26,52,1042,0,54184,0,55437.25240640558
1636,68,15,2171,1,32565,1,27829.099433852312
1637,65,13,4560,1,59280,0,54932.49182103909
1638,25,2,4103,2,8206,0,12014.898400624112
1639,67,19,3813,2,72447,0,105287.58406071473
1640,40,24,591,1,14184,0,13579.314286918074
1641,46,45,2479,2,111555,0,132466.13101746672
1642,35,24,1100,0,26400,0,23658.562495817096
1643,48,11,4883,1,53713,0,68337.67162216808
1644,47,59,2694,1,158946,0,147774.33053680276
1645,69,22,1352,2,29744,0,24831.876437566134
1646,56,15,1494,1,22410,1,30868.156214684434
1647,52,10,665,1,6650,0,6834.738781578478
1648,35,41,2375,0,97375,0,85297.15833266512
1649,59,27,3445,1,93015,0,128707.90319261492
1650,56,9,687,1,6183,1,8246.132522567485
1651,34,52,3138,1,163176,0,208641.87823538078
1652,31,28,2826,1,79128,0,113776.10153880453
1653,48,1,1149,0,1149,1,1312.6845416700519
1654,41,17,4701,1,79917,1,71097.32378235088
1655,52,31,1249,0,38719,0,32637.890151310396
1656,61,44,4275,0,188100,0,192409.12883474826
1657,62,10,4659,0,46590,0,40103.813863271556
1658,51,37,1590,2,58830,0,69116.81426293332
1659,20,29,1283,2,37207,0,30143.225469302368
1660,54,18,4846,1,87228,0,96878.4096848419
1661,60,47,1858,0,87326,0,80769.75629022795
1662,57,38,4587,2,174306,0,184378.73075801623
1663,43,39,2017,1,78663,0,100100.5437965807
1664,40,49,390,2,19110,0,19982.842365345234
1665,61,6,660,0,3960,0,4114.194167318997
1666,56,40,2721,1,108840,0,162555.31683357598
1667,32,12,3676,0,44112,0,57485.44853423136
1668,66,53,2905,0,153965,0,178553.7029254952
1669,21,14,4566,2,63924,1,77064.40638005848
1670,46,44,1357,1,59708,1,73687.30519390761
1671,39,55,4466,1,245630,0,200729.51866928732
1672,42,10,227,1,2270,0,1943.5404343446187
1673,30,54,4431,2,239274,0,300153.092999558
1674,35,20,3172,1,63440,0,66937.33308373592
1675,50,15,3224,2,48360,0,40564.89164993113
1676,33,31,1464,1,45384,0,45758.838811164904
1677,62,7,1055,2,7385,0,6581.500141868377
1678,59,58,4225,1,245050,0,353219.894926292
1679,61,41,1451,2,59491,1,56043.36416986415
1680,19,10,4804,0,48040,0,43264.0475859672
1681,52,10,4070,0,40700,1,50399.54959885469
1682,59,48,1526,0,73248,0,85358.7035482422
1683,51,39,1225,1,47775,0,57480.62109409197
1684,47,28,561,2,15708,0,17359.91145659209
1685,30,30,1418,0,42540,0,47943.367740936956
1686,30,37,805,1,29785,1,40065.53964063472
1687,35,55,1870,2,102850,1,98113.29769652392
1688,49,3,2497,0,7491,0,8072.080705256143
1689,49,50,2394,0,119700,0,176016.18900311284
1690,52,43,4643,1,199649,0,186270.51867926493
1691,56,15,1477,2,22155,0,22279.987798706796
1692,63,21,598,1,12558,0,11730.388204628429
1693,69,52,2372,0,123344,0,100444.79755195852
1694,46,37,3010,1,111370,1,110131.67112632359
1695,66,56,2852,1,159712,0,132964.58611066482
1696,46,12,3139,0,37668,0,34213.07553903955
1697,61,4,1021,0,4084,1,4304.035501909298
1698,33,47,1144,2,53768,0,43794.296879554626
1699,61,9,3678,2,33102,0,43928.65777180701
1700,64,39,2979,0,116181,0,157647.42904613182
1701,27,42,4629,0,194418,0,211524.77404700132
1702,47,28,4650,2,130200,1,193902.45736017093
1703,42,23,1396,1,32108,1,40947.19563165192
1704,56,45,1412,0,63540,0,83911.25590668776
1705,37,40,1023,0,40920,0,38244.25333549273
1706,22,44,2096,1,92224,0,127841.49312897677
1707,18,22,4463,2,98186,0,143502.0279452977
1708,47,24,2615,2,62760,1,60589.57823791982
1709,66,51,735,1,37485,1,48000.47985255142
1710,20,58,3210,0,186180,0,246289.83910809734
1711,62,26,2827,1,73502,0,74502.98112644182
1712,31,30,3977,0,119310,0,135119.32686783047
1713,47,33,1149,2,37917,0,32922.47286791022
1714,67,16,3708,0,59328,0,54650.95797051678
1715,21,22,4502,0,99044,1,83503.93366087895
1716,35,49,743,0,36407,0,43401.361509997754
1717,54,57,4100,0,233700,1,289246.7573655885
1718,42,50,3953,0,197650,0,284869.7249659741
1719,65,43,4424,2,190232,0,224384.23062618426
1720,18,18,2282,1,41076,0,40354.21086711946
1721,63,7,3066,2,21462,1,18063.094879857013
1722,32,50,2446,0,122300,0,173600.83084599915
1723,26,26,2036,1,52936,0,60092.98187147272
1724,32,8,276,0,2208,0,2906.0048668820514
1725,66,6,568,2,3408,0,2761.347486009637
1726,41,30,4821,2,144630,1,165123.67266946833
1727,21,39,548,0,21372,0,21970.540731620084
1728,29,23,4801,0,110423,1,90682.88908108562
1729,54,32,4938,1,158016,0,212210.89999765312
1730,54,22,4533,1,99726,0,115585.54116552792
1731,60,42,1655,0,69510,0,71819.55108321946
1732,23,43,2385,1,102555,1,139891.06446198633
1733,56,57,4011,0,228627,0,254426.73761830362
1734,63,45,3472,0,156240,0,125374.56449208838
1735,41,9,3882,0,34938,0,51048.377957708515
1736,28,31,2046,2,63426,0,62092.653447597084
1737,30,7,2054,0,14378,0,19861.810399358703
1738,51,9,3185,0,28665,0,39313.78288928278
1739,42,13,4650,0,60450,1,55230.85290552935
1740,24,58,2825,1,163850,0,185445.73752192882
1741,69,3,3094,0,9282,0,7686.788842896108
1742,21,35,758,2,26530,1,27808.379117211625
1743,25,33,3096,2,102168,0,134012.25252857115
1744,37,21,2117,0,44457,0,42943.17820288732
1745,46,31,1454,0,45074,1,39754.79704519521
1746,68,52,1881,0,97812,1,112971.53813483857
1747,62,34,2014,2,68476,0,80520.27575945818
1748,63,32,862,1,27584,0,35116.645669093974
1749,27,57,4316,1,246012,0,327539.4967564792
1750,60,35,3525,0,123375,1,158791.8506438438
1751,51,15,1441,1,21615,0,30083.509417605237
1752,43,56,3343,2,187208,0,178977.3113557185
1753,58,32,3237,0,103584,0,124180.30304806268
1754,66,6,361,1,2166,0,2278.7765809222133
1755,20,45,4425,0,199125,0,293406.43616156635
1756,23,21,2150,0,45150,0,50035.03433752551
1757,22,33,4520,2,149160,0,219533.65118634093
1758,22,32,1981,2,63392,1,84840.42695948039
1759,64,52,4875,1,253500,0,330291.41232409066
1760,40,19,1677,2,31863,0,36454.28618707562
1761,66,33,3230,0,106590,1,118353.77273121325
1762,26,28,4186,2,117208,0,136967.3619738602
1763,52,31,306,1,9486,0,9538.582264447556
1764,37,21,2868,1,60228,1,86316.17725961382
1765,66,54,1364,1,73656,0,99879.85312095808
1766,59,34,1357,2,46138,1,62792.76134879421
1767,52,15,2446,2,36690,0,40476.68379192786
1768,67,14,866,2,12124,0,10302.517685959021
1769,35,19,2326,2,44194,0,56486.74329190377
1770,34,43,3141,2,135063,0,143448.99532435153
1771,41,15,711,1,10665,1,15030.197497601637
1772,20,6,449,1,2694,0,3626.7622272287526
1773,49,52,1088,2,56576,0,51016.25947284871
1774,52,9,1223,0,11007,0,13441.759532226199
1775,55,37,4894,1,181078,0,232603.6992953299
1776,30,20,799,0,15980,0,19139.18696791531
1777,64,34,3222,0,109548,0,127057.00461941959
1778,42,38,2730,1,103740,1,99538.96078078146
1779,26,26,3083,0,80158,0,77363.27458457931
1780,21,18,2264,0,40752,0,54510.10736617296
1781,31,28,1958,1,54824,0,44576.454162615526
1782,54,55,3769,1,207295,1,278860.9130139867
1783,51,51,1442,2,73542,0,85952.88287779297
1784,28,9,4529,1,40761,0,59321.76007370081
1785,58,32,2495,0,79840,0,119610.30665913872
1786,20,59,2125,1,125375,0,158529.06414537525
1787,45,53,2262,2,119886,0,130505.5062071768
1788,46,56,3595,1,201320,0,228007.0065780073
1789,26,59,640,0,37760,0,35605.82218368465
1790,20,6,2943,1,17658,0,15352.995785129102
1791,42,14,206,0,2884,0,3475.6075383983502
1792,51,28,1786,1,50008,0,68203.23920137963
1793,29,58,1025,2,59450,0,58453.413635301215
1794,59,24,4024,2,96576,0,105630.67286157844
1795,26,13,1468,1,19084,0,22678.31039294633
1796,32,43,3636,0,156348,0,224442.00584967498
1797,57,12,3638,2,43656,0,39161.2594123703
1798,42,51,1510,0,77010,0,74377.66097670993
1799,22,19,4233,1,80427,0,116053.8540520427
1800,28,21,1827,2,38367,0,31755.403471796242
1801,51,27,1236,2,33372,1,42024.72365789192
1802,41,58,677,0,39266,1,48990.93633130527
1803,32,19,2878,2,54682,1,58415.58325792711
1804,55,24,914,0,21936,0,24737.5622790901
1805,25,26,1876,0,48776,0,68210.43460099111
1806,22,45,2362,1,106290,1,97307.16045919042
1807,65,28,708,0,19824,0,19072.615582581016
1808,43,46,581,2,26726,0,30965.953967299756
1809,35,56,1380,0,77280,0,83989.58840260963
1810,23,18,2045,2,36810,0,44247.85614424675
1811,54,44,4570,0,201080,1,290477.6404778183
1812,65,36,1918,1,69048,0,99565.24208453349
1813,30,42,1300,1,54600,0,52471.30094390699
1814,45,29,2060,0,59740,1,60427.08342011281
1815,22,17,2291,0,38947,0,35576.0622513328
1816,30,4,917,0,3668,0,5316.594557770777
1817,34,44,517,1,22748,0,24533.829263623982
1818,67,45,4829,0,217305,0,242250.22355626323
1819,57,59,1976,0,116584,0,158769.75095031154
1820,62,29,2484,2,72036,0,83495.58996115354
1821,49,4,1444,1,5776,1,5104.995365718018
1822,46,10,1533,1,15330,0,16962.55450102958
1823,68,25,3869,0,96725,0,120071.20666028796
1824,20,31,1400,0,43400,0,56569.572086058775
1825,57,3,1994,2,5982,0,7487.94634834309
1826,51,47,2901,0,136347,0,120452.55346762252
1827,57,2,1654,1,3308,1,3351.140182464707
1828,44,57,2133,2,121581,0,159696.0661694909
1829,30,25,946,1,23650,0,33491.548667233714
1830,62,49,1040,0,50960,0,42451.23379810093
1831,50,6,2695,2,16170,0,13413.991274244072
1832,23,26,1288,1,33488,0,41872.831614954564
1833,41,8,992,1,7936,0,9393.30599560786
1834,36,35,1467,1,51345,0,46659.11848418242
1835,33,27,1750,0,47250,0,55934.74406462696
1836,57,25,2890,0,72250,0,107084.69739755553
1837,45,18,492,0,8856,0,10995.876646282759
1838,50,54,4222,0,227988,0,254069.5557198243
1839,65,1,1604,1,1604,0,2212.353477458555
1840,58,48,1848,2,88704,0,84177.94403710193
1841,30,39,3016,0,117624,1,128213.5124697094
1842,60,3,4110,2,12330,0,14419.164674219424
1843,62,55,3118,1,171490,0,197758.48226144887
1844,42,4,1597,0,6388,0,9228.62049332459
1845,59,41,1893,1,77613,0,77990.79486541537
1846,53,37,1237,0,45769,0,38425.483155851776
1847,44,51,4052,0,206652,1,297881.42744702165
1848,55,15,1762,2,26430,0,25159.968724716477
1849,24,8,1312,1,10496,0,11181.594330401664
1850,22,38,1491,1,56658,0,66381.88036336166
1851,60,50,1361,1,68050,0,100926.06621456415
1852,62,19,1229,2,23351,0,27430.137366328574
1853,68,56,4537,2,254072,0,282888.92616696964
1854,48,47,4457,1,209479,0,253165.20353561395
1855,40,26,2939,1,76414,0,113059.53431233572
1856,59,39,1178,0,45942,1,63058.20752924788
1857,27,10,717,0,7170,0,6584.051076149537
1858,49,38,982,2,37316,0,50834.91550131583
1859,60,14,3031,0,42434,0,58931.038252602746
1860,47,49,4380,1,214620,0,275461.7380140962
1861,56,41,337,1,13817,0,17410.29629371986
1862,48,19,953,0,18107,0,20073.671898045835
1863,35,30,3153,0,94590,0,118160.5766673404
1864,53,5,2655,2,13275,0,17473.915428724857
1865,19,55,3034,0,166870,0,147842.5103573108
1866,31,31,779,2,24149,1,23669.182845928855
1867,30,7,3455,0,24185,0,22633.709169959875
1868,46,19,3466,0,65854,0,91461.21501532606
1869,29,31,4849,0,150319,0,191807.31668952465
1870,56,52,595,0,30940,0,34514.96161011917
1871,19,58,2137,1,123946,0,170827.21423503055
1872,49,39,2789,1,108771,0,141592.31619262777
1873,30,24,3234,1,77616,0,111729.40843205382
1874,63,34,369,0,12546,1,10711.334401131116
1875,44,57,2537,2,144609,0,167227.31785110754
1876,66,23,3439,0,79097,0,102408.74725041974
1877,58,48,3615,1,173520,0,164018.9524420638
1878,34,45,3768,2,169560,0,174475.26672514516
1879,57,40,3416,2,136640,1,149386.2404862388
1880,48,6,3684,1,22104,0,29973.641426377173
1881,51,38,2041,0,77558,0,88842.94810111576
1882,41,41,3960,2,162360,1,185903.66497321695
1883,62,36,4752,2,171072,1,188456.5646766668
1884,52,27,3226,1,87102,0,83618.99679912136
1885,65,11,4165,2,45815,1,66255.36568286917
1886,23,5,1801,2,9005,0,9207.259364059355
1887,36,57,1346,2,76722,0,91853.5702979118
1888,47,17,4526,0,76942,0,69566.78728739012
1889,24,52,2884,0,149968,0,165560.22911841693
1890,27,7,311,1,2177,0,3118.906178290271
1891,58,27,792,0,21384,1,32008.120062217353
1892,49,47,2639,2,124033,0,130634.81763235548
1893,51,57,1438,0,81966,1,74408.19238344059
1894,45,15,2994,2,44910,0,45813.41264582344
1895,32,46,2614,2,120244,0,123739.40143855014
1896,47,13,2329,0,30277,0,37881.25493514001
1897,54,11,3053,0,33583,0,38530.10189509057
1898,46,45,3069,0,138105,0,184773.69154048743
1899,39,26,3798,0,98748,0,127475.0077162901
1900,21,22,4003,1,88066,0,85945.02785684052
1901,37,28,1726,0,48328,1,65193.45628655992
1902,49,24,2169,1,52056,0,72525.63246088236
1903,53,29,1151,2,33379,0,40684.76630065918
1904,67,9,1702,1,15318,0,22201.409779188783
1905,21,42,4667,2,196014,0,264239.3553307831
1906,44,4,3536,1,14144,0,17210.095794770168
1907,34,49,309,1,15141,0,21716.981555724793
1908,29,46,4186,2,192556,1,234966.63926483807
1909,39,56,2554,1,143024,0,166599.18785740703
1910,34,18,425,2,7650,0,8027.763412901455
1911,27,43,3211,0,138073,1,195788.1120516168
1912,18,16,4326,2,69216,1,61319.07870139326
1913,39,33,813,1,26829,1,30355.7230238181
1914,43,29,298,0,8642,0,10164.628209844757
1915,35,39,1010,1,39390,0,46808.09712096306
1916,67,10,3537,0,35370,0,44436.14031298414
1917,31,9,2899,2,26091,1,30110.499542684414
1918,64,59,1219,0,71921,1,70466.23259748783
1919,46,31,3225,0,99975,0,139951.11120283254
1920,29,28,3728,0,104384,0,131551.78667454867
1921,53,57,4086,1,232902,0,326233.1607321304
1922,52,3,3179,0,9537,0,9472.438741435897
1923,69,54,3540,2,191160,0,238173.8572207364
1924,29,55,996,2,54780,0,71209.70642869944
1925,24,14,2157,2,30198,1,32263.048322951592
1926,46,58,3266,0,189428,0,259245.64517658783
1927,28,25,3220,2,80500,0,64541.36946236343
1928,50,15,2880,1,43200,0,52550.37324647806
1929,23,2,4641,2,9282,0,11412.199779265933
1930,64,24,3148,0,75552,0,88674.63935567849
1931,32,14,3931,2,55034,1,68299.06190038749
1932,49,48,1301,0,62448,0,57268.487937172424
1933,68,7,1237,0,8659,0,11077.86599564874
1934,28,36,4431,2,159516,0,165107.39853709747
1935,40,50,991,1,49550,0,55319.48406124571
1936,43,24,4374,1,104976,0,108458.74201641062
1937,51,27,1978,2,53406,0,60442.52581886546
1938,63,37,1181,0,43697,0,53970.09734361869
1939,51,38,1465,2,55670,0,77205.40671732873
1940,46,30,943,0,28290,0,32205.464446449296
1941,21,27,2631,0,71037,1,72902.19572903402
1942,34,39,574,0,22386,0,25554.946831136556
1943,52,15,1953,1,29295,0,37560.952337262024
1944,30,26,4097,1,106522,0,111069.47762294565
1945,58,1,2736,2,2736,0,2982.2330295102674
1946,56,56,2191,1,122696,0,146497.53593139275
1947,32,4,3128,0,12512,1,12584.650736305462
1948,46,29,3646,0,105734,0,100062.3501745904
1949,46,57,791,2,45087,0,40500.506831780025
1950,28,1,4828,0,4828,1,5054.08069897288
1951,69,43,2769,2,119067,0,99282.8313886021
1952,49,50,3072,2,153600,0,185616.04127180562
1953,19,46,1376,0,63296,0,58430.851461125516
1954,64,22,1535,1,33770,0,35937.23549588989
1955,31,11,4893,0,53823,0,53201.66571523063
1956,37,10,312,0,3120,0,3872.7716864903805
1957,39,59,3972,2,234348,0,326972.163551406
1958,28,17,2045,1,34765,0,43223.69753164287
1959,44,36,2187,2,78732,0,92884.34863101956
1960,20,56,2185,0,122360,0,155196.36044041155
1961,34,47,3492,2,164124,0,134744.72840222853
1962,61,26,3442,2,89492,0,79289.13007917542
1963,45,48,452,0,21696,0,18798.478918139444
1964,46,21,323,2,6783,0,5892.649962691802
1965,38,13,1436,0,18668,0,18338.29699670241
1966,64,9,823,2,7407,0,8684.23776486088
1967,33,11,3356,1,36916,0,32496.309610384735
1968,54,11,3336,0,36696,0,53377.31791068008
1969,37,6,3589,1,21534,0,30104.096191852124
1970,23,1,3617,2,3617,0,5353.706339469727
1971,36,54,1855,1,100170,1,83116.06066155988
1972,22,6,1466,1,8796,1,12279.055147218338
1973,20,13,3145,1,40885,1,55710.46737209771
1974,18,22,1360,2,29920,1,42829.705228233935
1975,55,56,2494,0,139664,0,163345.55596242766
1976,32,31,640,2,19840,0,26814.203414932552
1977,51,22,2292,2,50424,0,42149.46272278173
1978,52,37,2905,2,107485,0,91697.00694188058
1979,66,47,3959,0,186073,0,164297.35476914892
1980,42,27,753,2,20331,0,29283.800665801107
1981,41,50,1312,2,65600,0,55288.89652391758
1982,29,52,2977,0,154804,0,134695.68313179043
1983,35,14,2033,0,28462,0,41306.538615749116
1984,32,47,1514,0,71158,0,62275.68893661488
1985,61,58,3693,1,214194,0,301762.80645442795
1986,33,5,3338,0,16690,1,22573.05061693169
1987,44,58,3312,1,192096,1,159093.40620835088
1988,25,36,298,1,10728,0,8746.465211682365
1989,63,32,4125,2,132000,0,154977.48663665602
1990,42,34,1679,1,57086,1,85516.12856960077
1991,34,7,4596,2,32172,0,45529.206737493216
1992,46,42,1422,1,59724,1,60740.37128786663
1993,25,48,4783,0,229584,0,245750.49344360558
1994,32,10,1204,2,12040,0,12901.271736294717
1995,44,50,676,1,33800,0,44410.67078431265
1996,63,17,1335,2,22695,0,23575.405475170955
1997,67,30,3056,0,91680,0,82829.02421081874
1998,69,21,1905,1,40005,0,52925.62231626945
1999,24,13,717,1,9321,0,10445.214504363834
2000,20,1,1420,0,1420,0,1212.3180513443483
2001,46,1,2706,1,2706,0,3661.3170069776615
2002,61,47,4525,1,212675,0,257276.75114243053
2003,41,33,1391,2,45903,0,52446.8640964691
2004,20,38,4080,1,155040,0,197108.58724415998
2005,37,25,3443,0,86075,0,99309.66630913413
2006,63,26,2177,1,56602,0,70972.91405151153
2007,32,13,2442,2,31746,0,44674.30395281725
2008,42,59,3290,1,194110,0,238650.4917958354
2009,47,28,2087,2,58436,0,73729.89028482868
2010,31,33,4759,1,157047,1,193120.57789401608
2011,24,37,1173,2,43401,1,50858.41347034389
2012,34,41,265,2,10865,0,9999.93617167395
2013,61,30,3106,1,93180,0,96438.90997877056
2014,37,57,770,0,43890,0,56406.38680414359
2015,53,49,4092,0,200508,0,220124.35424179197
2016,26,48,507,1,24336,0,26387.288943706662
2017,55,8,3608,1,28864,1,38432.0840320011
2018,65,49,3942,1,193158,0,155279.36898624164
2019,39,47,982,1,46154,0,58860.017868870345
2020,19,56,4416,1,247296,0,282525.4313966972
2021,41,1,965,0,965,0,1026.5031236319107
2022,25,12,3675,2,44100,0,45792.36519927672
2023,28,5,972,2,4860,0,4476.122435062207
2024,30,24,4057,0,97368,0,100676.2197551462
2025,34,6,3385,0,20310,0,21812.796417993173
2026,25,25,739,2,18475,0,20437.30815046168
2027,38,1,2249,0,2249,0,2857.6028954700314
2028,35,25,3483,1,87075,0,97306.28756138071
2029,47,1,4875,0,4875,0,6617.3201881621835
2030,35,32,1863,0,59616,0,74389.83431619641
2031,63,42,1247,0,52374,0,48850.17020899641
2032,64,42,4036,0,169512,1,168498.5252038727
2033,48,3,3639,2,10917,0,9339.214357866424
2034,55,49,705,2,34545,0,50504.970616678314
2035,49,19,3447,2,65493,0,93038.39546700385
2036,28,43,3700,2,159100,0,136723.75562847088
2037,62,29,2110,1,61190,0,73541.39798679425
2038,42,50,932,1,46600,0,68608.3073312399
2039,50,2,3713,2,7426,0,9824.597650698106
2040,55,9,1771,2,15939,0,18238.496191788985
2041,58,56,4809,2,269304,0,260894.1995271587
2042,25,17,3142,0,53414,0,53164.340429874625
2043,28,46,4656,1,214176,0,281719.9501257853
2044,39,36,2521,1,90756,0,122194.12264896298
2045,68,17,3535,0,60095,0,70316.27772882953
2046,41,49,4822,0,236278,0,209026.66210787478
2047,58,12,4574,0,54888,0,79791.11710413155
2048,34,20,2953,1,59060,0,82172.18097245795
2049,29,50,1572,0,78600,0,70612.4436220888
2050,63,3,1644,0,4932,0,4141.44630972025
2051,49,43,3576,0,153768,0,180693.91128874273
2052,32,57,489,2,27873,0,27842.335028782552
2053,33,50,2265,0,113250,1,113054.62071383987
2054,39,4,263,2,1052,0,905.8299809014032
2055,45,17,4145,1,70465,0,103398.23301767882
2056,37,50,529,1,26450,0,36530.53200060203
2057,50,37,2163,1,80031,0,70402.00735569505
2058,27,46,3288,2,151248,0,213807.06728675697
2059,57,42,2690,0,112980,0,144396.26264190066
2060,49,15,340,1,5100,1,5241.824840628133
2061,67,33,4739,0,156387,0,220486.18231732343
2062,50,16,2673,2,42768,0,52117.74904894115
2063,19,11,4103,1,45133,0,62918.5112590407
2064,50,55,649,0,35695,0,40281.36299520073
